strongs,person,group,book,chapter,verse,word,case,gender,number
G4771,2nd,2nd person,Act,2,35,σου.,Genitive,,Singular
G4771,2nd,2nd person,Act,2,36,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,2,38,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,2,38,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,2,39,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,2,39,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,3,6,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,3,13,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,3,14,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,3,14,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Act,3,16,ὑμῶν.,Genitive,,Plural
G4771,2nd,2nd person,Act,3,17,ὑμῶν·,Genitive,,Plural
G4771,2nd,2nd person,Act,3,19,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,3,20,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,3,22,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,3,22,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,3,22,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,3,22,ὑμᾶς.,Accusative,,Plural
G4771,2nd,2nd person,Act,3,25,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,3,25,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,3,25,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,3,26,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,3,26,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,3,26,ὑμῶν.¶,Genitive,,Plural
G4771,2nd,2nd person,Act,4,7,ὑμεῖς;¶,Nominative,,Plural
G4771,2nd,2nd person,Act,4,10,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,4,10,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,4,10,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,4,11,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,4,19,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,4,24,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,4,25,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,27,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Act,4,28,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,28,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,29,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,29,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,30,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,4,30,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,4,30,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,5,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,5,3,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,5,3,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,5,4,σοὶ,Dative,,Singular
G4771,2nd,2nd person,Act,5,4,σῇ,2,D,Singular
G4771,2nd,2nd person,Act,5,4,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,5,9,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,5,9,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,5,9,σε.,Accusative,,Singular
G4771,2nd,2nd person,Act,5,28,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,5,28,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,5,30,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,5,38,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Act,6,3,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,7,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,7,3,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,7,4,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,7,26,ὑμεῖς·,Nominative,,Plural
G4771,2nd,2nd person,Act,7,27,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,7,28,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,7,32,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Act,7,33,σου·,Genitive,,Singular
G4771,2nd,2nd person,Act,7,34,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,7,35,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,7,37,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,7,37,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,37,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,43,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,43,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,7,51,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,51,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,7,51,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,7,51,ὑμεῖς·,Nominative,,Plural
G4771,2nd,2nd person,Act,7,52,ὑμῶν;,Genitive,,Plural
G4771,2nd,2nd person,Act,7,52,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,8,20,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,8,20,σοὶ,Dative,,Singular
G4771,2nd,2nd person,Act,8,21,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,8,21,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,8,22,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,8,22,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,8,22,σου.,Genitive,,Singular
G4771,2nd,2nd person,Act,8,23,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,8,24,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,8,34,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Act,9,5,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,9,5,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,9,6,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,9,6,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,9,13,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,9,14,σου.¶,Genitive,,Singular
G4771,2nd,2nd person,Act,9,17,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,9,34,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,9,34,σεαυτῷ.,2,S,Dual
G4771,2nd,2nd person,Act,10,4,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,10,4,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,10,6,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,10,6,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,10,15,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,10,19,σε·,Accusative,,Singular
G4771,2nd,2nd person,Act,10,22,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,10,22,σοῦ.,Genitive,,Singular
G4771,2nd,2nd person,Act,10,28,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,10,31,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,10,31,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,10,32,σοι.,Dative,,Singular
G4771,2nd,2nd person,Act,10,33,"σέ,",Accusative,,Singular
G4771,2nd,2nd person,Act,10,33,σύ,Nominative,,Singular
G4771,2nd,2nd person,Act,10,33,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,10,37,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,11,9,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,11,14,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Act,11,14,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,11,14,σου.,Genitive,,Singular
G4771,2nd,2nd person,Act,11,16,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,12,8,σου.,Genitive,,Singular
G4771,2nd,2nd person,Act,12,8,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,13,11,"σέ,",Accusative,,Singular
G4771,2nd,2nd person,Act,13,15,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,13,26,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,13,32,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,13,33,"σύ,",Nominative,,Singular
G4771,2nd,2nd person,Act,13,33,σε.,Accusative,,Singular
G4771,2nd,2nd person,Act,13,34,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,13,35,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,13,38,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Act,13,38,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,13,40,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,13,41,"ὑμῶν,",Genitive,,Plural
G4771,2nd,2nd person,Act,13,41,ὑμῖν.¶,Dative,,Plural
G4771,2nd,2nd person,Act,13,46,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,13,47,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,13,47,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,14,10,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,14,15,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,14,15,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,14,17,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,14,17,ὑμῶν.,Genitive,,Plural
G4771,2nd,2nd person,Act,15,7,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,15,7,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,15,24,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,15,24,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,15,25,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,15,28,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,16,17,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,16,18,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,16,28,σεαυτῷ,2,S,Dual
G4771,2nd,2nd person,Act,16,31,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,16,31,σου.,Genitive,,Singular
G4771,2nd,2nd person,Act,17,3,ὑμῖν.,Dative,,Plural
G4771,2nd,2nd person,Act,17,19,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,17,22,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,17,23,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,17,23,ὑμῖν.,Dative,,Plural
G4771,2nd,2nd person,Act,17,28,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,17,32,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,18,6,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,18,6,"ὑμῶν,",Genitive,,Plural
G4771,2nd,2nd person,Act,18,10,"σοῦ,",Genitive,,Singular
G4771,2nd,2nd person,Act,18,10,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,18,10,σε·,Accusative,,Singular
G4771,2nd,2nd person,Act,18,14,ὑμῶν·,Genitive,,Plural
G4771,2nd,2nd person,Act,18,15,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Act,18,21,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,19,13,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,19,15,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,19,36,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,20,18,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,20,18,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,20,20,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,20,20,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,20,25,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,20,26,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,20,27,ὑμῖν.,Dative,,Plural
G4771,2nd,2nd person,Act,20,28,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,20,29,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,20,30,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,20,32,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,20,32,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,20,35,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,21,21,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,21,23,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,21,24,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,21,37,σέ;,Accusative,,Singular
G4771,2nd,2nd person,Act,21,38,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,21,39,σου·,Genitive,,Singular
G4771,2nd,2nd person,Act,22,1,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,22,3,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,22,8,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,22,10,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,22,10,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,22,14,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,22,16,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,22,18,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,22,19,σέ·,Accusative,,Singular
G4771,2nd,2nd person,Act,22,20,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Act,22,21,σε.¶,Accusative,,Singular
G4771,2nd,2nd person,Act,22,25,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,22,27,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,23,3,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,23,3,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,23,5,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,23,11,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,23,15,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,23,15,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,23,18,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Act,23,18,σοι.,Dative,,Singular
G4771,2nd,2nd person,Act,23,20,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,23,21,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,23,21,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,23,30,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Act,23,30,σοῦ.,Genitive,,Singular
G4771,2nd,2nd person,Act,23,35,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Act,23,35,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,24,2,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,24,2,σῆς,2,G,Singular
G4771,2nd,2nd person,Act,24,4,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,24,4,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,24,4,σῇ,2,D,Singular
G4771,2nd,2nd person,Act,24,8,σέ·,Accusative,,Singular
G4771,2nd,2nd person,Act,24,10,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,24,11,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,24,13,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,24,14,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,24,19,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,24,21,ὑμῶν.¶,Genitive,,Plural
G4771,2nd,2nd person,Act,24,22,ὑμᾶς.,Accusative,,Plural
G4771,2nd,2nd person,Act,24,25,σε·,Accusative,,Singular
G4771,2nd,2nd person,Act,25,5,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,25,10,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,25,26,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,25,26,"σοῦ,",Genitive,,Singular
G4771,2nd,2nd person,Act,26,1,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,26,1,σεαυτοῦ,2,S,G
G4771,2nd,2nd person,Act,26,2,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,26,3,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,26,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Act,26,8,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Act,26,14,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,26,15,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Act,26,16,σου·,Genitive,,Singular
G4771,2nd,2nd person,Act,26,16,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,26,16,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,26,16,"σοι,",Dative,,Singular
G4771,2nd,2nd person,Act,26,17,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,26,17,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,26,24,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,26,29,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Act,27,22,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,27,22,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,27,24,σε,Accusative,,Singular
G4771,2nd,2nd person,Act,27,24,σοι,Dative,,Singular
G4771,2nd,2nd person,Act,27,24,σοῦ.,Genitive,,Singular
G4771,2nd,2nd person,Act,27,31,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Act,27,34,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,27,34,ὑμετέρας,Genitive,Feminine,Singular
G4771,2nd,2nd person,Act,27,34,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,28,20,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Act,28,21,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,28,21,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,28,22,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Act,28,25,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Act,28,28,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,1,6,"ὑμεῖς,",Nominative,,Plural
G4771,2nd,2nd person,Rom,1,7,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,1,8,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,1,8,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,1,9,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,1,10,ὑμᾶς·,Accusative,,Plural
G4771,2nd,2nd person,Rom,1,11,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Rom,1,11,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,1,11,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Rom,1,12,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,1,12,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,1,13,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,1,13,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,1,13,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,1,15,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,2,1,σεαυτὸν,2,S,A
G4771,2nd,2nd person,Rom,2,3,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,2,4,σε,Accusative,,Singular
G4771,2nd,2nd person,Rom,2,5,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,2,5,σεαυτῷ,2,S,Dual
G4771,2nd,2nd person,Rom,2,17,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,2,19,σεαυτὸν,2,S,A
G4771,2nd,2nd person,Rom,2,21,σεαυτὸν,2,S,A
G4771,2nd,2nd person,Rom,2,24,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,2,25,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,2,27,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Rom,3,4,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,3,4,σε.¶,Accusative,,Singular
G4771,2nd,2nd person,Rom,4,17,"σε,",Accusative,,Singular
G4771,2nd,2nd person,Rom,4,18,σου·,Genitive,,Singular
G4771,2nd,2nd person,Rom,6,11,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Rom,6,12,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,13,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,13,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,14,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,19,ὑμῶν.,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,19,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,19,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,6,22,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,7,4,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Rom,7,4,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,8,2,σε,Accusative,,Singular
G4771,2nd,2nd person,Rom,8,9,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Rom,8,9,ὑμῖν.,Dative,,Plural
G4771,2nd,2nd person,Rom,8,10,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Rom,8,11,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Rom,8,11,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,8,11,ὑμῖν.¶,Dative,,Plural
G4771,2nd,2nd person,Rom,8,36,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Rom,9,7,σοι,Dative,,Singular
G4771,2nd,2nd person,Rom,9,17,σε,Accusative,,Singular
G4771,2nd,2nd person,Rom,9,17,σοὶ,Dative,,Singular
G4771,2nd,2nd person,Rom,9,20,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,9,26,"ὑμεῖς,",Nominative,,Plural
G4771,2nd,2nd person,Rom,10,6,σου·,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,8,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,8,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,8,σου·,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,9,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,9,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,10,19,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,10,19,ὑμᾶς.,Accusative,,Plural
G4771,2nd,2nd person,Rom,11,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,11,3,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,11,13,Ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,11,17,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,11,18,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,11,18,σέ.,Accusative,,Singular
G4771,2nd,2nd person,Rom,11,20,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,11,21,σοῦ,Genitive,,Singular
G4771,2nd,2nd person,Rom,11,22,σὲ,Accusative,,Singular
G4771,2nd,2nd person,Rom,11,22,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,11,24,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,11,25,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,11,28,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,11,30,ὑμεῖς,Nominative,,Plural
G4771,2nd,2nd person,Rom,11,31,ὑμετέρῳ,Dative,Neuter,Singular
G4771,2nd,2nd person,Rom,12,1,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Rom,12,1,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,12,1,ὑμῶν.,Genitive,,Plural
G4771,2nd,2nd person,Rom,12,2,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,12,2,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,12,3,"ὑμῖν,",Dative,,Plural
G4771,2nd,2nd person,Rom,12,14,ὑμᾶς·,Accusative,,Plural
G4771,2nd,2nd person,Rom,12,18,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,12,20,"σου,",Genitive,,Singular
G4771,2nd,2nd person,Rom,13,4,σοὶ,Dative,,Singular
G4771,2nd,2nd person,Rom,13,9,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,13,9,σεαυτόν.,2,S,A
G4771,2nd,2nd person,Rom,13,11,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,14,4,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,14,10,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,14,10,σου;,Genitive,,Singular
G4771,2nd,2nd person,Rom,14,10,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,14,10,σου;,Genitive,,Singular
G4771,2nd,2nd person,Rom,14,15,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,14,15,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,14,16,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,14,21,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,14,22,σὺ,Nominative,,Singular
G4771,2nd,2nd person,Rom,14,22,σεαυτὸν,2,S,A
G4771,2nd,2nd person,Rom,15,3,σε,Accusative,,Singular
G4771,2nd,2nd person,Rom,15,5,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,15,7,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,9,σοι,Dative,,Singular
G4771,2nd,2nd person,Rom,15,9,σου,Genitive,,Singular
G4771,2nd,2nd person,Rom,15,13,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,13,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,14,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,15,15,ὑμῖν,Dative,,Plural
G4771,2nd,2nd person,Rom,15,15,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,22,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Rom,15,23,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,24,"ὑμᾶς,",Accusative,,Plural
G4771,2nd,2nd person,Rom,15,24,ὑμᾶς,Accusative,,Plural
G4771,2nd,2nd person,Rom,15,24,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,15,24,ὑμῶν,Genitive,,Plural
G4771,2nd,2nd person,Rom,15,28,ὑμῶν,Genitive,,Plural
